review_no,review_body,discount_text
547,"so i received this 10000mah battery pack as a free sample for being a part of the maxboost vipu program. the product is undeniably simple yet it do what it suppose to do which is charge your phone whenever your running out of battery. i have an iphone 5 that is always lowbatt so i always bring this battery pack with me. i cant live without my phone so basically i cant live without this too. this goes wherever i go, in my bag, in the car, in the luggage, on my trip, anywhere!  this is such a big help and thanks to maxboost for letting me have it for free!",so i received this 10000mah battery pack as a free sample for being a part of the maxboost vipu program.
303,"so i received this flexi portable battery charger for review from unu, and i love it. first of all....its so cute! i love how portable it is. it doesnt take up a ton of room in my already filled to the brim purse. i used to carry an extra charger cord in my purse, needless to say everything got wrapped up in it. thats just far too inconvenient. this flexi portable battery charger is just the right size and it contains its own cord. its so convenient to have it just inches away from me after ive ran my battery down playing sonic dash or sending a million texts. also i feel much safer recharging my phone with this charger rather than the car chargers that can sometimes corrupt your battery. i highly recommend it to everybody not just women to keep in their purses but man can also keep a spare one in the car.",so i received this flexi portable battery charger for review from unu
360,"so it all started with an email asking if i would be interested in trying out products for free. i first thought 34will i really get to try out products for free or is this an email trying to get me to buy something first in order to get the product to try?34 so i hesitantly provided my email along with some basic information expecting my email inbox to 34explode34 with ads and emails from many companies...i was wrong. i received an email regarding the unu aero battery case asking for color selection for the case they were going to send me. still skeptical i indicated my color choice expecting a message indicating something along the lines of 34out of stock34 or 34product not available for test program.34 again, i was wrong. i received a congratulatory email at the end of march indicating that i was being sent the product to try with the only stipulation was that i had to write a review...so here we go.a couple of things i was concerned about when i unboxed the product1 charging plate...how would this work with my routine?answer so much easier! all you have to do is put the back of the case on the charging plate and it gives you a notification chime from you phone as if you plugged lightening adapter in and it starts charging immediately. and i must say faster at least my perspective than if you plugged it in phone directly.2 size and weight of case.answer very smooth casing and natural to hold and put into my pocket. my initial concern was that it would be bulky, but not the case.3 will the speakers be impacted?answer not that i could audibly notice. of course, with an iphone, you are not buying for the speaker performance, but occasionally when you want to use the speakerphone option you dont want any interference. again a positive.4 am i limited to the charging plate?answer nope...any micro charging cable works without the charging plate that plugs in at the bottom. this is a positive so that you are not limited to one charging solution and do not have to bring plate with you. if you do want to bring with you say on a trip, the charging plate conveniently is very packable. i just like the option of being able to charge at work if need be.5 how long does the battery last for? any impact on battery life?answer dont know...all i can say is that i have used my phone down to 20 battery and to usee the unu battery back up on many occasions. to charge your phone in the case, all you do is push the button on the back of the case and small light indicators to the left and right of the button illuminate indicating how much battery charge is left for you phone. quick and easy...but there is some heat generated from the transfer of battery power from the case to the phone...but nothing i was overly concerned about.6 what about the buttons?answer top button is covered with a plastic button cover that you press to turn on off. it took me a little to adjust to, but not not bad. the volume buttons the same. in both cases, you have to press down a little firmer than if not covered at all...but kind of what i expected. slight negative, but not anything that detracts from all the positives.7 what about the headphone jack?answer this is the only true negative that i have for the case. due to the bottom of the case, most headphones cannot be plugged in directly and this a small headphone extension cable is provided in box. this again is the only negative for a couple of reasons i never think about bringing extension cable with me still in box. a second reason this is a negative is due to me plugging in a straight headphone cord with microphone for phone use. while the cord went in somewhat easily kind of snug trying to take it out was not as successful. i couldnt believe how difficult it was trying to take the cord out after it easily went in. bottom line, the headphone with microphone not longer function...but that was my fault.8 can you charge in your car?answer? i havent tried this yet...but i will. my car has two functions for iphone music, either through the usb cord which charges, plays music, and displays content on my car stereo...and the second function is through bluetooth. since getting the case, i have only used the bluetooth option. the only time this was a concern was when i took a trip. this is the only time i took the case off of the phone and plugged directly into my car.final summary.i am a iphone case snob. i have probably gone through 5 or so cases since getting my iphone 5 last summer. many start out okay, but dont make the cut for extended periods of time. having the case over a month, i can easily say that this case is a keeper. i recommend this case to anyone that wants to have that benefit of having battery backup that is ready when you need it, easy to use, easy to charge on a regular basis, strong and stylish i havent performed a drop test and will not be...on purpose that is. this case has both 34form and function34 which even though on the high end with price point, it is worth the money.",i was being sent the product to try with the only stipulation was that i had to write a review
356,"so where to begin...this review is both of the product you see here which is awesome by the way and of the company that created it. this is my second unu case and one i was very excited to see finally made. ever since nokia really put nfc charging on the map true hps pebble used a charging stone which was also cool and i had that too i wanted it for the iphone. then one day i get an email from unu saying your wish has been granted look at the cool case we made . what made it better, was when unu asked me to test out the product and review it free sample to test and review. i was super excited and may have even played the lottery that day just in case i had any more luck left. ok, down to business, i requested the white case, seeing that my iphone is white and i wanted to keep the same look. when i got the case a couple days later, i was a little upset to see how the case was sleek and not grippy like my red unu case. then my concern shifted towards how the case assembles over the phone which is in two pieces and having a vertical seem. in my experience, vertical seem cases tend to creek and get gappy, but i put in on anyway. i was very excited when i placed the case on the charging plate to see it charging. no matter what this is a very cool feature. i mean, who wants to fuss with cords and plugs scratching your phone anyway.now for performance, the case worked as promised and is not that bulky compared to various other cases i have tried. the battery life is excellent and has no issues. sadly though, the white case is a little slippery and that gappy creeky stuff began to show its ugly face. i contacted unu and they said this is not normal and the case should be precision fit no gaps or noises. they asked if i wanted another white case and i requested the black one this time to see if it was more grippy. i was right on, the black case is more ideal. it fit excellent as stated by unu and the black case is grippy enough to not be slippery yet is still easy enough to slide into your pocket without resistance. i rock the black case daily and i must say i am very impressed with it. the charging plate is really convenient and is next level tech. the case usage is intuitive and easy to use. i would recommend the case for all the reasons above, but more so i would give my business to a company like unu who values customers opinions and happiness with their products. you normally dont get that these days. like i said, this is my second battery case from them and will certainly not be the last.great products from a great company!thanks,cazzadich"," what made it better, was when unu asked me to test out the product and review it free sample to test and review."
919,"so, i like the design that it has a suction cup and its a cute compact design but the sound quality isnt the best. ive heard better for the pricing and size comparison. i would like to say that i love it but i think its just a little better than ok. if i can mark this as 3.5 stars i would. it makes a nice gift to someone who needs a speaker but other than that its just okay. connection is really easy too  just use an aux cord. i received this item for a honest review.",i received this item for a honest review.
1019,"some people like dj style headphones or earbud style headphones. for the audiophile needing a premium experience, you may be interested in the brainwavz s5 in ear headphones.9654 package contents brainwavz s5 in ear headphones hard carrying case 1 set comply foam tips t40 6 sets silicon ear tips s, m, l 1 set silicon biflange ear tips 1 set silicon triflange ear tips  adapter instruction manual and warranty card 24 months warranty9654 accessoriesas other brainwavz products, these earphones get several accessories that many other earphone brands wouldnt get. the contents come in a very well made hard carrying case, with two pockets, that will protect the earphones and accessories, as long as the damage isnt intentional, such as running your vehicle over it. the silicone tips are either gray or black. i like that this includes several different sized eartips that will work well with any ear size, which translates to sound canceling. this also includes one set of biflange tips and one set of triflange tips that get optiminal inear sound, and foam eartips that tend to become damaged when removing them no matter how well they improve the product. this also includes the  adapter for stereos. i love that brainwavz includes every accessory that you would typically need for a standard set of earphones.9654 specifications drivers dynamic, 10mm rated impedance 16 ohms frequency range 18 hz  24 khz sensitivity 110 db at 1 mw rated input power 20 mw cable 1.3 m ycord silverplated plug 3.5mm, goldplated9654 hardwarethe entire length of the earphone wire is 53 inches long. at the base is the gold plated connector, with black rings, that is enclosed by a rubber plastic material. i like that brainwavz decided to keep the conventional straight connector, as their other connectors are usually at a 125  angle and easily damaged. from the connector, a flat gray rubber wire, 34 inches to the y connector, that is approximately 15.75 inches to the earphones. the earphone casing is metal, although it initially looks like plastic, with the brainwavz name, the earphones themselves are each tilted inward, probably around 30. these headphones are the successor to the brainwavz s1, which also had premium sound, and are much lighter than the brainwavz r3, which are their most expensive headphones. the r3s use more material, which supposedly translates to better sound quality.the earphones are designed to be worn over the ear, giving you the best acoustic experience, but you can choose to wear them directly in your ear. wearing them over the ear greatly reduce microphonics, which are the vibrations transformed into electrical signals.9654 testingive tested these headphones for approximately two days, or about 12 hours of listening time, with my nexus 7 2013, lg optimus f6, and windows 7 pc. i used different genres of music and podcasts to properly gauge the quality of the earphones. the overall sound quality was very clear, and bass was excellent in terms of low, mid, and high bass. you could definitely tell the difference between these and the brainwavz s1s, but there is little to no difference between these and the brainwavz r3s. taking into consideration the weight and size of the r3s, i would purchase these in an instant. during my extended tests, i felt no irritation from the ear tips. i was overall very satisfied by the fit, build, and acoustics of the headphones.9654 final thoughtsfor the quality and comfort, these headphones are hard to beat, especially for under the 100 range. i personally prefer them over the r3s, which are much more expensive and physically heavier. i would recommend this product to any audiophile needing earphones and give this product a 5 star rating.pros clear sound and great bass during testing. i think these are on par with the brainwavz r3s, a much more expensive earphone. thin, light, and aesthetically pleasing. includes several accessories, which not many other earphone manufacturers make.cons over the ear styled earphones arent always for everyone. foam tips may become damaged if you take them off.i was provided a sample in exchange for a thorough and honest review.",i was provided a sample in exchange for a thorough and honest review.
468,"spoiler  this is a great case, and highly recommended.  thats my take on it in short.ive been wanting a company to make an easy charging system since my first smartphone before the iphones launched.  my cordless phone in our house has used a drop in cradle for conductive charging for over a decade  why are smartphones so far behind?  well, unu finally did it  and its done very very well.i took a long time to write this review, because i found that my habits changed a bit with this case.  i always use a battery case, that didnt change, but how i used my phone did.  with my previous battery cases, id charge the casephone at night and then use it the next day, with the phone either in use or in my pocket.  with this unu case however, my habits changed.  i purchased an extra charging base to have one at the office, and one at home on my nightstand.  at the office, instead of leaving the phone in my pocket when i wasnt using it, id set it on the charging plate.  if i needed to leave for a meeting or whatever, id just grab it and go.  easy.  id never have done that with cords, plug it and unplug it all day like that, thats daft.  the unu system however made it effortless.  at night, i typically use my phone as a flashlight, and using the charging base helped this too  no more futzing with plugs in the dark, just grab it and go.  no plugging it back in when im done, just set it down.  couldnt be easier.the good about the case itself surprisingly lightweight for a battery case.  i always use a battery case, and this is lighter than my other battery cases. adds minimal bulk to your phone.  this is thinner than my other battery cases. charges very efficiently, so most of the battery pack power ends up in your phone and not wasted.  i have another battery case that offers similar battery capacity, but seems to charge my phone less. looks nice, acceptable in a professional office environment. bumper is nicely rounded, not just a flat bumper around the phone, doesnt look cheap headphone access is easy with the cutout on the case, and the included headphone plug extender charging leds are minimal and dont draw undue attention case turns off its charging when the phone is charged, so you can top it off again later. charging contacts on the case retract when not charging, so they dont extend down when youre using it.  theyre there, but you hardly notice them. soft touch coating feels nice and is holding up very well. volume and sleep buttons are covered and work well.whats good about the charging systembase very easy to use, just set it down. works reliably  it uses old fashioned, but tried and true metal on metal conduction to charge, hard to get more reliable than that. easy placement to start charging nothing to worry about when grabbing your phone, just grab and go. ability to charge with the base plate or via standard microusb cable if youre away from your base plate.system improvement opportunities as i see them anyway. bumper style case  my other battery cases use a slider style like mophie, and they are more rigid and i suspect offer more protection for the phone.  this case uses a bumper to snap onto the basebattery portion, the bumper sides have no real rigidity until snapped to the base, and even then have less rigidity than my slide style battery cases.  my other cases dont flex when i pul them out of my pocket, this one does.  you can feel the sides flex as you pick up the case.  it doesnt feel flimsy, and doesnt feel like its going to fall apart, but it flexes and that feeling doesnt inspire confidence.  this is the only reason i gave the product 4 stars instead of 5. the charging plate lays flat, it would be nice had it held the phone tilted at a viewing angle.  this would allow the screen to be visible on my desk at work, and as an alarm clock on my nightstand.  flat is fine, and this is a minor issue at best.  i actually modified my charging plate at work to hold the phone inclined at a nice viewing angle, easy diy option. the bumper around the sides of the phone doesnt extend above the screen, so if you place your phone screen down there is no protection.  i wish there was just a slight elevation above the screen, which would keep the screen off the tabletop if placed face down.  unu probably assumes youll have a good screen protector to handle that issue.  again, not a big issue. camera cutout on the back of the case has straight walls, which collects pocket lintdust and is harder to clear out.  my other battery cases have tapered sides down to the camera, and they collect less and are easier to clean out.  another minor issue.overall, this is my favorite battery case, works well, small and lightweight for battery cases and works well.  the convenience factor is very good as well.  full disclosure i was supplied a complimentary unit from unu for the purpose of evaluation and i agreed to post an honest review, which this is.  i purchased the second charging plate myself, as this system is so good i wanted to extend it.","  full disclosure i was supplied a complimentary unit from unu for the purpose of evaluation and i agreed to post an honest review, which this is."
743,"stephen m. lerchs june 27, 2014 review raised some good points about the difference between waterproof and water resistant, but i did drop my review sample in a sink full of water and the end cap sealing the ports kept it dry. of course my experiment lasted less than a minute and may have resulted in failure had i left it in the water like the picture on the packaging implies can be done.while the sound quality is not going to wow an audiophile, it is more than adequate for outside activities for which this speaker is designed. i spent some quality time listening to it about five hours a day for two days and enjoyed the music. its louder than many outdoors bluetooth speakers i have tested and used.reasons why i like this speaker and awarded it five stars are many. for one thing it can take a beating. i accidentally dropped mine on my bathroom floor and it bounced still playing music! another is it has a battery pack that easily doubles my galaxy note 3s use time and gives my tab 3 10.1 tablet another fifty percent in use time. but the main reason why i love it is i can touch my nfc enabled note 3 to the speaker and it pairs and connects. even if your device does not have nfc its simple to connect as soon as you turn the speaker on it announces that its ready to pair. scan for it on your device, touch it when it appears and it will pair and connect compare that the the older generation of speaker where you had to hold down buttons and pray and youll appreciate the way this one works.there are a few things that i do not care for. first, the instructions need to be illustrated. finding the control buttons on the same color body was like an easter egg hunt for me. also, it would help to see what the cap seal for the end that houses the port looks like in the manual.what irked me, though, is while you can skip tracks by shaking the speaker, it makes a shaker sound when you do so. at first it was cute, but i found it personally irritating after doing it for four or five songs. it would be nice to be able to turn that feature off.the bottom line, though, is this is perfect for outdoors activities and especially camping where the internal battery pack can come in handy. it is built for harsh environments, not living room listening. if you are active this merits serious consideration in my opinion.",review sample
113,stylish microfiber cloth for cleaning computers and glasses.prosthe uk flag looks amazing and very life like.the cloth cleans computer screens better then any other electronics cloth ive ever ownedworks pretty well on glasses also.comes with a cool zip up package.consa little hard to clean when you get something on it.just so you knowi received a free copy in return for an honest reviewa good product that i would recommend to the casual geek who enjoys his electronic screens being nice and shiny. aka me,i received a free copy in return for an honest review
1,"such a delicate and lovely piece of jewelry that came in a beautiful pink ribbon gift box appropriate for gift giving to that special someone in your life. the ring is a twotone silver and gold ring with a spiral design ending with a gold heart on the top end. although its adjustable, it runs small. my ring size is 4 13 and it was a tight fit for me, but depending on how you adjust it, it would fit most people.the thing that i admire about the ring is that its very simple and nothing flashy which i like. its very feminine and easy to pair with something casual or formal. i have been wearing it as a pinky ring ever since i got it and it fits perfectly and beautifully on my pinky. simple and lovely, its a must have! disclaimer i received this item for free in exchange for an honest review.",disclaimer i received this item for free in exchange for an honest review.
921,"suction cup basethe aleratec isx1 portable mini speaker with its suction cup base stands out in the very populated category of portable mini speakers. the suction cup base is a wonderfully useful feature. my gripe with other chorded portable mini speakers is they are great so long as you are fine with placing the speaker and smartphone or tablet on a desk and leaving it there because holding a portable speaker attached to a smartphone or tablet for any amount of time is awkward at best.the aleratec remedies this awkwardness with its suction cup base. simply stick the portable speaker to the back of a smartphone, tablet, or notebook screen with the suction cup. you get superior sound compared to the built in speaker from a smartphone, tablet, or notebook and can easily walk around with the device or hold it to watch a video. the portable speaker is light weight and the suction cup is strong enough that it has no problem sticking to the back of a smartphone, tablet, or notebook screen for extended periods. ive stuck it to a surface, let the speaker set for a couple of hours, and it was still firmly suctioned to the surface when i came back.featuresthe aleratec portable speaker features a rubber suction cup shell that encompasses all but the top of the speaker. the speaker stays nicely in place within the rubber shell but you can easily pull it out if you so desire. the portable speaker has a very simple design. it features a single input jack that is used for both playing audio and charging. there is no onoff button or volume dial. the portable speaker comes with a short coiled audio cable and a usb charging cable. the usb charging cable is a 34y34 cable. on one end is a 3 ring connector for the portable speaker and on the other end is the usb connector for charging and a 2 ring connector to listen to music while charging.chargingmy main complaints with the aleratec portable speaker center around charging and its lack of an onoff button. when a cable is connected to the portable speakers jack, the speaker turns on, as visible by a very faint green light within the jack and the slight amount of noise coming from the speaker. i have to cup my hands around the area of the jack and rotate the speaker to the right angle to see the green light but it is there. when a cable is connected,  the speaker being on, is ready to receive an audio signal whether or not the other end is connected to an audio source. if it isnt connected to an audio source, i at times hear a faint humming sound or static from the speaker if something brushes against the other end of the cable. this can be problematic when charging because the 3 ring connector end is plugged into the speaker while the other end has the usb connector for charging and a 2 ring connector for audio. this means unless the speaker is connected to an audio source when charging you at times hear a faint humming sound or static from the speaker. while i like the simplistic design of the aleratec, an onoff button or switch would avoid this.my other complaint is there is no way to tell when the portable speaker is actively charging or done charging. the faint green light turns on whether you connect a cable for charging or to play audio. as long as a cable is connected to the jack in the speaker the faint green light stays on and doesnt turn off or change colors even if charging is complete. ive left the speaker connected to a charger for 16 hours and the faint green light just stays lit.pros1. suction cup base. stays suctioned to surface for long periods of time.2. short coiled audio cable doesnt get in the way when speaker is suctioned to the back of a smartphone or tablet.3. noticeable improvement in audio quality and volume compared to built in speakers of my iphone, ipad, and macbook air.4. simplistic design. i like that it doesnt have a volume dial on the speaker. with other portable mini speakers i always leave the volume at max on the speaker and control the volume from my iphone.cons1. no onoff button. hear faint humming sound and static at times when charging unless the portable speaker is connected to an audio source.2. because the speaker is 34on34 as long as a cable is connected to it you cant leave a cable connected to the speaker when not in use. this goes against my natural desire to keep the audio cable connected to the portable speaker when not in use so the cable doesnt get lost.3. the green 34on34 light is very hard to see.4. no way to tell if the portable speaker is actively charging or done charging.5. while the sound quality from the aleratec is noticeable better than the built in speaker of my iphone, ipad, and macbook air, it isnt quite as good as the sound quality of a couple other similarly priced portable mini speakers i have. the aleratec speaker is a little smaller than the other portable mini speakers which im sure account for the smaller sound.summaryi love the suction cup base along with the short coiled audio cable that stays out of the way. i found the aleratec portable speaker to be most useful with my iphone and macbook air. i usually set my ipad on my lap when using it so the portable suction cup speaker wasnt functional with it. the aleratec portable speaker is a good product so long as you are fine with the cons which center around charging and the lack of an onoff button.note a product sample was provided by the seller in exchange for a fair, unbiased review.","note a product sample was provided by the seller in exchange for a fair, unbiased review."
551,"test deviceshtc onehtc evo 4g ltesamsung galaxy s2samsung galaxy s3samsung galaxy s4samsing galaxy nexusipad miniipad airgoogle nexus 7 originaltegra notenvidia shielddisclosure i was contacted and given a sample of this product by maxboostthis will be the second such item from maxboost that ive had the chance to check out, the other being the lower capacitymaxboost pulse 10000mahwhile they are very similar, there are some good changes in this version.  like the previous model, the electron pulse housing is gloss plastic, which retains fingerprints like theyre going out of style. it too also tends to get scratches and scuffs easily, making the need for using the included pouch. the little lcd remains a prominent feature, is a nice touch, giving more info than ive seen any other product of this type. it displays not only the  of charge remaining, but also if its charging, if its charging something else, and which output port is being used when charging something else. when the unit first comes to life, the lcds blue backlight comes on briefly. this backlight can be triggered again by tapping the units one and only button. the lcds viewing angle, which i complained about in the pulse, has also been fixed.  i can read it clearly when looking directly at it.  one complaint though is that when the unit is in a cool or cold environment, artifacts appear on the lcd until it warms up a bit.  2030 seconds when the ambient temperature is around 60f.  the lcd readout being in reverse of the logo on the smaller model was fixed in this one. the automatic detection of when something is plugged into it still charms mebesides the list of devices above, i also tried it out with several different kinds of headsets, speakers, fans, lights, and more. anything that charged or ran off usb power pretty much. everything worked as it should, no complaints.",disclosure i was contacted and given a sample of this product by maxboost
619,tested this out for a few days and have to say its a huge lifesaversays it can charge batteries about 56 times i feel i got far more charges out of it before it finally ended up dyingthe flashlight on it is also great you double tap the power button to have it turned on or turned offeasy read display   did receive product as a free samplevery lightweight and can fit in your pocket easy if you have to go somewhere fastif you need any battery pack i would say dont wait this is a very fair price and beats the 10 knock off models that hardly work,did receive product as a free samplevery lightweight
226,"the 5 star america 3100mah external battery is about the size of my iphone 5, and very light and portable.  it looks like a thin smartphone with the screen turned off.  there are two ports on it one 1.5a microusb input for charging the battery unit, and one 2.1a output for charging your devices.  a set of three indicator lights roughly shows how much power is left, and blink when the battery is low.  it comes with a really nice flat, microusb cable, and it charges up just fine using my apple wall charger.other reviewers have noted that it doesnt work with their ipads, but mine charges up my ipad 3 just fine however, the ipad 3 has a gigantic 11,560mah battery, so this 5 star america battery isnt an ideal backup pack for a powerhungry tablet.  the battery pack was able to recharge my ipad from 53 to 73 before shutting off.on the other hand, my iphone has a 1,440mah battery so this battery pack is a great companion for when im out for a day.  im able to get one full charge and maybe up to a half charge out of it before the lights start blinking.  i would have liked to see two full charges since the battery pack is rated to hold more than twice the charge of my iphone battery.i havent used any other similarly sized external battery chargers, so i cant compare the performance of the 5 star america product to anything else, but a quick search on amazon seems to indicate that this is one of the smaller and less expensive options out there.my biggest gripe with this product is its branding.  not only is it gigantic, its a bit misleading.  the logo is a circle with an american flag in it, surrounded by the words 345 star america34 and 34designed for america,34 yet the product is made in china.  my review unit has some extra text on the back with support contact information and a printed link to the amazon product page to remind me to write the review.  from the product photos, it looks like the logo is even bigger on the retail product.pros very compact and light.  shorter and thinner than my iphone 5. includes a very nice, flat microusb cable. the 2.1a output port charges my iphone and even my ipad 3. charges my phone quickly. relatively inexpensive.cons doesnt charge as much as i expected from a 3100mah battery pack, but this kind of real world performance seems pretty standard for these types of external batteries. pretty obnoxious branding.overall, the 5 star america external battery is pretty good when you factor in the very low price.  i read through some reviews of other 3000mah external batteries on amazon, and its performance seems to be on par with similarly classed products.  i knocked off one star for the misleading and loud branding, and because i was hoping for slightly better performance.disclaimer  i received a free sample of this external battery pack for review.",disclaimer  i received a free sample of this external battery pack for review.
235,"the advantage of this thin charger is its size and shape. its about identical to a smartphone, and could if needed be bundled next to it with a rubber band for portability, as in travel. i tested out this product to charge my droid phone. i liked the linguineshaped cord, as this took up less room itself and the plugs seem reinforced well.it charged my smartphone speedily. but the charger itself then had one of its charging lights the third of three blinking, signaling to me that it needed a charge itself. that surprised me, as i figured itd last longer on its own before needing a boost. the charger takes a few hours to charge initially, and like any such model, it itself needs charging on its own, of course, to stay ready for the devices it in turn will power up in a pinch.so, it does the job as expected, in primarily charging the other device, but its capacity may not be as great as other brands. admittedly this is less expensive, and its compact nature and price may prove factors in its favor for some users. others have commented on the starsandstripes nature of the logo and the name which suggest an american rather than chinese manufacture, and this branding while not to do with the products performance itself may be noted. i was provided one for review and this is my honest assessment.", i was provided one for review and this is my honest assessment.
832,"the ae3 3 port , 5.1 a  25.5 w rapid usb car charger by dknight is a wonderfully designed device that incorporates three charging ports into a small package capable of charging multiple devices at one time.the dknight ae3 charger is apple mfi certified so you8217ll never need to worry about your devices not charging when they need it. the charger is also capable of easily handling other brands and devices as well. i have been able to charge my ipad 2, my ipad air, samsung galaxy 108221 tablet, my wife8217s samsung galaxy s3 phone, my son8217s lg phone, a toshiba excite tablet, and i8217ve even recharged a portable battery for recharging devices when i8217m not near the car charger.the dknight ae3 charger comes packaged in a neat, small, easytoopen package. no scissors, no clamshell packaging, no cut fingers getting to it. the charger itself is silver and black in color and fits securely and snugly into the lighterpower port in any vehicle. there8217s a blue led light to indicate power, a soft blue light, which is nice because it doesn8217t interfere with night time driving. the dknight ae3 charger also comes with a lifetime warranty, which is a nice added peace of mind value in knowing that i can return it at any time for a new one if it should fail. it8217s the smallest charger in its group and more aesthetically pleasing than most other offerings, too. you won8217t be disappointed by its design and certainly not by its function.because the dknight ae3 charger is capable and rated at 5.1 amps total and 25.5 watts, you8217re able to charge most any electronic device which is capable of charging via usb power within the power levels indicated on the charger itself. each of the three ports carries a different amperage rating. the top slot is 2.1a, the middle is 2.0a, while the bottom slot is rated at 1.0a. in theory you can charge your devices in any of the three slots, however it8217s best to follow the charging rate of your device. for example, an iphone would charge from the bottom slot at 1.0a, while an ipad or another tablet would charge from the top slot rated 2.1a and most smaller 78221 and under tablets would easily charge in the middle slot at 2.0a this also includes your galaxy, htc, and lg smartphones, but check your device to determine the proper charging rate needed! if you8217re ever in doubt, you can charge most all phones in the 1.0a slot, they8217ll just charge more slowly.simultaneous charging is not an issue. when in the car this device powers my gps, my iphone, as well as my ipad. all three slots filled and delivering power to each device without a worry in the world. for the money it8217s a great piece of technology, one which i recommend.overall impression1. function 5 stars2. design 5 stars3. ease of useinstallation 5 stars4. durability 5 stars5. price 4 stars knock off a dollar or two and that8217s a 5 star price dealthe ae3 3 port , 5.1 a  25.5 w rapid usb car charger by dknight receives 4.5 out of 5 stars from me rated 5 stars. i was provided with a free sample device from dknight for the purpose of providing an honest and unbiased review.", i was provided with a free sample device from dknight for the purpose of providing an honest and unbiased review.
411,the aero wireless charging case for iphone 5s5 pacts a 2000 mah lipolymer battery that will definitely double your phone life. i experience very fast charging with the aero case. the case has buttons over the volume buttons and they are very responsive and work perfectly. above that is the ring switch cutout and it lets you access the switch easily. the camera cut out is great letting you take pictures as you normally would. it is made of a soft touch material that feels great in your hand.wireless charging padmade of a nice metallic look and is light weight. its like the size of your phone so it doesnt take up much space on your desk or night stand. i put it on my computer and plugged it in and thats were it stayed because the cable that is include is very short and thats not good because id like the charging pad to be on my desk.overall it is and amazing case to have because of the luxury to set down your phone and let it charge then just pick it back up when your ready to go. i would recommend it to anyone. i think 100 on the unu website is a great price.i received this product as a free sample to be reviewed.,i received this product as a free sample to be reviewed.
171,"the aon 5 is a large 11,000 mah power bank with 5 usb outputs for charging diferrent devices.  i doubt if i ever need to charge 5 devices at a time but the outputs are as follows port 1  samsung 1.3aport 2  ipad 2.1aport 3  4  iphoneipad 1aport 5  dc 0.5athe ports are labeled clearly on the back of the power bankthis is also the first power bank i got that has two way of charging its internal battery, with the included ac wall 12v, 1a output adapter or with a regular microusb cable.it comes with multiple tips adapter so you can use the same included cable to almost brand of phones or tablets you have.  again, i have not seen any power banks that came with an lightning tip including this one could be a licensing issue with apple.  the pouch is also a nice bonus.  it is a thick cushiony mesh although it is not big enough to carry all the adapters and cable that came with it.sample item provided by the distributor for evaluation review.",sample item provided by the distributor for evaluation review.
182,"the aon4 is known for the large number of products its device will charge.  in addition to the two usb charging ports, it has another port for charging larger devices, like netbooks and cameras.  included are a myriad of adapters, more than is even mentioned in its little pamphlet or anywhere on its box 30pin perfect for my iphone 4s micro usb mini usb samsung lg sony ericsson motorola nokia psp nintendo ds six different connectors labeled a  h for laptopsim not sure which laptops and cameras are supported.  the vendor was not able to tell me.  i do know none of the adapters fit my asus eee pc nor my husbands toshiba satellite yes, a big laptop, but i had another power bank a little higher in capacity that came with the appropriate adapter and will give it a partial charge.i took the aon4 on a long trip and was able to charge my kindle 3g twice and iphone twice before needing to recharge the power bank itself.  it has a slightly lower capacity than the aon3, but is larger in size.  of the aon power banks 2 through 5, it is the only one that requires an ac wall adapter to charge it.  this is true of all the power banks ive owned which have 9v12v output for charging laptops.if you need versatility, this might well be your answer.  just make sure you own the appropriate connector, or it supplies the one you need.this product was provided for review by lowerpriceusa.",this product was provided for review by lowerpriceusa.
861,"the arctic power bank 4000 hold 4000 mah of power for portable charging of rechargeable devices or portable power for devices that are usb powered but dont need a computer to be used...more on that later. 4000 mah is two and a little bit of a charge for the iphone 5s 1560 mah if the internet is to be believed. this means if you want something to keep your phone charged while waiting for a plane  and you dont want to give up wifi, youtube, snapchat or your spotify music, this is great. if you are trying to keep an ipad charged, they are roughly 12000 mah, so you would get 13 of a recharge out of this. there are 12000 mah power banks out there, if you really want to carry that.so how does the arctic work? it works just as you would expect honestly. charge it with a microusb cable use your car or phone charger, or your laptop. when its charged, plug the usb end of your charge cable into the battery, plug the other end into the device and boom, off you go. the output is 2.0 a so recharge times are pretty quick for your devices.the arctic is a nice brushed aluminum finish on the top with a rubberized bottom. it is quite light and easy to carry  could easily fit in the same pocket you put your phone.my only con is that, for the price or close to it, there are other options that have a display to show you how much of a charge is left in the battery. there isnt any indicator on the arctic. there is an led light that lights up when you first plug something in to charge, but it goes out after 10 seconds. the light also goes until it is recharged.if you are looking for a 4000 mah backup batterypower bank, the arctic is a really nice, light weight and easy to use device. if you dont mind not having any easy way to tell how much of a charge is left in the battery itself, its a good device and worth it.pros4000 mah thats easy to carry and looks goodeasy to use and understandconsno way to tell how much juice is left in the batteryi received a free sample for review purposes from the manufacturer.",pros4000 mah thats easy to carry and looks goodeasy to use and understandconsno way to tell how much juice is left in the batteryi received a free sample for review purposes from the manufacturer.
